"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20","gene 21","gene 22","gene 23","gene 24","gene 25","gene 26","gene 27","gene 28","gene 29","gene 30","gene 31","gene 32","gene 33","gene 34","gene 35","gene 36","gene 37","gene 38","gene 39","gene 40","gene 41","gene 42","gene 43","gene 44","gene 45","gene 46","gene 47","gene 48","gene 49","gene 50","gene 51","gene 52","gene 53","gene 54","gene 55","gene 56","gene 57","gene 58","gene 59","gene 60","gene 61","gene 62","gene 63","gene 64","gene 65","gene 66","gene 67","gene 68","gene 69","gene 70","gene 71","gene 72","gene 73","gene 74","gene 75","gene 76","gene 77","gene 78","gene 79","gene 80","gene 81","gene 82","gene 83","gene 84","gene 85","gene 86","gene 87","gene 88","gene 89","gene 90","gene 91","gene 92","gene 93","gene 94","gene 95","gene 96","gene 97","gene 98","gene 99","gene 100"
"spot 286",0,11,0,23,16,0,0,0,0,6,14,6,8,2,9,10,13,10,0,11,9,0,5,0,0,5,13,1,5,15,22,3,19,8,4,3,4,3,11,0,0,0,0,11,0,8,11,5,0,7,5,7,0,9,0,25,0,3,18,7,14,11,10,0,0,13,2,10,7,12,0,0,0,0,4,11,10,0,3,6,0,6,15,2,4,11,16,6,8,0,0,14,0,0,19,0,8,0,0,5
"spot 287",0,11,14,0,5,3,0,31,0,29,21,11,7,3,13,4,0,0,17,9,0,11,7,0,12,0,3,0,8,8,9,2,11,7,5,0,2,11,0,11,2,8,0,10,3,0,0,11,9,0,5,4,19,8,15,0,8,6,5,5,35,0,20,5,4,10,0,0,0,39,9,0,10,3,0,12,0,8,8,0,2,9,10,0,9,8,16,3,0,0,8,10,14,0,8,0,2,3,0,3
"spot 288",27,0,0,0,9,11,13,26,20,0,24,17,0,0,15,18,5,0,19,8,0,7,12,0,0,0,0,5,0,6,21,10,15,0,3,6,11,7,14,16,11,6,10,11,0,9,0,0,10,17,9,9,19,9,0,13,3,6,13,0,21,0,11,0,8,8,5,20,8,24,0,7,5,0,0,16,7,0,0,7,0,7,0,2,10,24,19,8,5,7,0,14,17,7,0,0,3,6,6,0
"spot 289",0,2,2,1,3,1,1,2,0,0,27,17,9,6,0,12,8,0,0,0,15,12,6,0,14,5,5,3,3,16,20,4,0,14,0,0,0,3,0,0,0,0,12,0,4,8,12,9,8,0,0,0,9,6,12,25,11,0,5,0,17,10,0,10,6,13,1,0,0,0,14,3,10,2,2,11,0,12,7,0,5,11,15,0,0,15,0,15,10,4,13,17,0,0,23,0,0,0,5,0
"spot 290",1,1,0,2,0,0,0,0,0,1,29,13,15,2,32,6,4,0,20,28,28,19,14,0,19,0,9,5,0,0,39,14,17,21,10,13,18,14,20,34,16,18,27,0,5,13,0,23,19,26,9,13,21,11,43,0,26,0,0,0,59,0,0,21,14,0,9,0,20,73,31,7,16,7,7,0,13,0,6,5,11,33,0,12,13,18,36,0,12,17,14,0,0,23,37,15,5,0,15,0
"spot 291",0,3,1,0,0,0,0,0,3,0,11,12,3,0,18,4,7,0,0,15,19,0,12,2,0,0,4,0,0,9,15,10,8,10,4,8,6,9,0,14,11,2,18,18,4,7,0,9,0,0,6,0,10,5,25,20,11,2,12,11,0,10,0,7,6,7,8,22,8,0,0,0,0,6,4,12,12,12,13,3,8,9,16,5,12,9,0,11,14,10,0,11,0,7,14,14,0,0,3,0
"spot 292",0,2,2,0,3,1,2,3,5,1,0,26,10,8,18,0,8,15,16,13,19,0,13,0,0,0,9,0,11,7,26,4,12,9,5,11,0,7,17,9,7,14,0,7,4,0,20,0,11,14,8,10,9,3,0,31,0,0,10,14,0,0,0,0,8,0,5,13,0,45,8,6,0,0,8,15,0,8,0,10,5,13,0,5,23,20,0,0,0,15,9,23,16,9,0,15,0,8,10,0
"spot 293",2,0,0,3,2,1,5,0,1,0,11,11,1,0,0,0,7,0,6,0,11,7,0,2,13,4,4,4,5,8,0,6,7,8,4,9,0,10,14,10,5,9,0,5,5,3,11,6,0,9,5,3,12,3,12,18,10,0,10,12,0,0,10,8,5,0,0,0,10,0,7,0,7,2,0,11,4,4,0,4,4,11,6,4,8,9,8,5,6,5,8,0,0,7,0,0,2,0,3,6
"spot 294",0,2,1,5,3,0,0,5,6,2,34,20,0,4,22,6,0,20,0,21,0,25,19,4,22,12,8,6,12,8,0,7,18,19,5,13,5,12,0,13,0,0,0,20,0,0,0,10,13,22,9,11,0,1,29,0,12,10,0,11,39,18,23,0,16,7,8,34,13,39,19,0,9,8,8,17,0,0,8,3,0,11,30,8,22,0,26,0,11,13,7,0,0,0,42,14,11,0,0,6
"spot 295",2,4,0,1,2,0,5,5,3,0,17,12,4,2,19,6,13,6,20,0,18,0,5,5,9,0,8,3,6,15,12,7,12,0,3,5,0,0,12,25,5,0,11,11,8,8,7,11,0,12,11,0,10,6,24,22,6,0,0,0,24,5,9,6,7,11,0,20,0,37,11,0,0,2,4,4,9,4,0,6,5,0,24,0,16,9,11,6,11,15,0,12,17,13,0,9,8,7,2,2
"spot 296",0,2,1,6,2,0,1,0,0,1,17,10,0,0,14,0,0,8,22,9,7,8,6,0,20,0,6,11,12,8,15,14,0,7,0,4,0,7,0,16,7,7,10,22,0,0,0,19,0,11,10,0,0,9,0,22,5,0,8,3,0,7,0,2,0,9,0,13,8,35,18,8,0,6,2,20,0,0,10,4,0,8,0,2,13,12,13,0,0,14,9,12,21,14,0,11,9,2,5,11
"spot 297",0,2,1,0,5,3,0,7,4,2,27,14,2,2,15,6,0,0,20,12,15,11,8,3,9,0,13,1,4,16,28,13,8,0,6,14,9,7,0,0,0,0,16,11,7,3,0,7,6,10,8,0,13,7,19,29,0,3,0,13,37,12,0,6,4,0,0,9,0,23,6,9,0,0,3,14,0,9,0,5,8,8,12,0,9,14,22,3,10,15,7,12,19,17,8,15,4,6,7,14
"spot 298",2,1,0,0,0,3,5,6,0,0,30,0,10,2,21,7,16,24,17,16,0,15,0,3,0,0,11,3,0,0,0,0,6,0,0,13,9,9,0,21,11,12,13,0,0,0,9,18,16,20,0,0,10,5,16,28,5,10,14,8,49,0,0,10,5,0,0,17,13,44,0,3,0,8,5,19,10,0,16,14,0,12,15,4,7,8,0,0,0,11,8,36,0,8,20,6,10,0,3,15
"spot 299",4,1,0,0,6,3,5,6,1,3,0,13,8,0,33,0,0,25,13,16,18,23,14,9,0,0,8,8,10,0,0,17,23,11,0,5,0,19,47,0,0,18,29,13,0,13,0,35,14,55,19,9,12,0,0,27,0,5,12,10,46,7,18,16,0,15,2,11,16,0,13,0,15,8,6,0,0,6,8,7,8,13,19,4,15,8,16,12,13,8,0,50,0,10,28,8,5,4,9,8
"spot 300",0,0,0,0,0,0,3,4,1,6,22,2,3,0,0,5,2,0,6,6,23,8,0,2,8,3,7,4,7,3,0,9,8,0,0,6,11,8,7,7,9,0,25,7,0,0,0,9,0,6,6,8,7,2,12,0,0,0,0,3,12,0,0,4,3,6,4,0,16,28,0,2,17,0,2,0,5,12,0,2,3,4,12,3,0,0,0,3,0,5,0,6,20,18,0,10,6,7,3,0
"spot 301",0,6,4,6,0,0,3,7,0,2,20,9,0,1,27,0,8,18,10,11,10,9,0,2,0,0,7,5,7,0,0,2,8,3,2,0,6,2,0,14,0,4,5,0,9,11,11,9,8,8,7,0,0,7,0,28,5,0,0,0,22,0,6,0,10,11,0,21,6,33,9,0,18,5,0,14,10,4,7,6,6,6,10,8,14,9,0,2,8,12,4,9,14,0,15,8,5,4,0,6
"spot 302",4,0,4,23,8,2,14,0,0,12,0,17,0,6,35,0,15,0,10,35,0,0,0,4,22,18,0,0,1,28,0,8,15,18,10,22,18,0,0,30,12,14,22,26,0,12,17,0,9,0,14,12,9,12,39,59,11,9,21,0,0,16,0,0,21,16,0,0,11,24,30,14,19,10,11,0,12,19,0,9,0,16,27,0,30,21,26,20,0,19,0,19,31,37,37,13,5,10,0,5
"spot 303",2,3,0,19,16,0,7,9,0,8,25,0,0,5,24,19,15,0,16,7,6,0,0,0,12,7,13,4,0,9,11,5,10,8,0,0,0,11,11,13,3,0,17,10,0,16,0,0,13,7,13,0,10,3,11,20,12,4,9,8,0,12,20,9,0,14,0,30,0,49,0,10,16,3,5,14,2,12,0,0,5,6,0,2,11,8,0,3,9,7,0,13,29,8,20,15,3,6,7,5
"spot 304",2,3,2,7,0,3,6,6,3,2,0,9,7,3,10,6,10,11,0,0,13,5,3,3,8,3,4,0,1,0,17,0,7,0,3,5,4,7,9,10,4,10,0,3,4,9,12,5,6,3,8,0,0,0,7,0,4,2,10,7,20,4,0,4,3,0,0,0,7,18,6,5,7,3,0,0,3,8,7,3,5,12,14,0,8,5,13,2,5,0,5,0,0,10,12,0,0,8,4,0
"spot 305",1,0,4,13,0,2,6,9,0,1,17,10,0,0,0,0,11,18,14,10,14,0,7,3,0,0,8,4,0,12,0,9,12,10,0,3,0,0,6,11,0,0,11,13,0,0,10,0,4,7,10,0,7,0,3,0,6,1,0,8,20,7,0,10,0,11,0,14,0,23,13,4,0,3,0,6,0,8,0,5,2,3,11,0,11,3,0,7,4,0,6,18,18,12,0,9,0,2,0,4
"spot 306",5,13,9,36,14,0,11,0,22,8,45,22,14,10,36,8,14,30,0,18,0,18,21,5,12,16,15,0,0,17,0,0,18,0,4,0,0,0,26,0,16,6,20,29,11,0,26,50,4,20,29,10,36,11,43,40,0,12,37,17,68,12,26,21,8,0,4,72,19,42,0,6,20,16,3,25,0,0,14,24,11,0,25,4,30,23,0,22,27,0,12,50,23,34,29,42,17,15,13,13
"spot 307",0,6,0,0,0,9,0,9,16,13,23,0,0,0,0,14,0,18,0,0,22,0,18,6,26,0,13,7,12,0,0,21,18,9,7,17,0,14,28,21,0,0,0,0,0,0,27,24,13,26,0,0,24,0,25,91,0,0,0,0,52,26,41,20,4,0,0,0,0,42,32,0,25,0,0,11,12,0,0,0,12,0,22,9,25,0,34,15,0,21,10,45,0,0,70,32,9,11,8,17
"spot 308",1,3,5,15,8,7,0,6,5,3,0,8,2,5,0,7,3,9,5,20,0,0,13,1,3,0,3,2,0,5,0,6,0,10,5,0,8,4,9,18,5,5,17,11,5,9,11,5,5,12,6,10,6,0,21,9,3,3,14,0,32,2,15,9,10,0,0,0,8,0,0,7,0,0,0,0,5,6,7,0,0,9,19,1,11,0,15,4,7,8,0,12,8,0,0,10,0,3,2,4
"spot 309",0,0,4,0,0,7,0,0,0,2,20,11,0,1,0,5,4,6,0,0,0,12,8,0,13,0,6,0,2,7,0,0,0,0,0,0,0,2,11,0,4,0,8,0,4,0,10,0,4,0,5,0,8,5,11,11,4,0,11,0,21,7,12,4,0,0,2,0,9,11,7,9,7,0,0,0,4,0,0,0,0,2,11,0,9,0,7,4,6,2,4,0,13,4,14,1,0,0,2,4
"spot 310",6,10,0,0,0,0,0,15,9,4,0,14,0,0,0,0,0,11,8,12,0,11,0,7,6,10,0,0,0,11,21,8,0,4,5,5,3,13,9,0,6,5,0,10,0,6,6,0,15,8,0,0,7,2,0,23,0,0,8,7,0,9,0,10,0,7,5,13,0,19,7,9,12,3,0,7,8,6,6,6,4,5,7,2,0,2,8,6,8,0,3,13,26,11,0,7,0,8,9,0
"spot 311",5,8,1,18,0,0,11,5,0,0,11,9,3,2,7,4,5,11,6,0,11,0,4,1,0,4,0,4,8,6,7,5,11,6,0,0,0,4,0,11,6,5,7,0,0,5,9,0,13,16,11,5,0,0,12,12,0,3,10,3,0,2,9,0,7,4,2,0,14,24,0,0,16,0,0,0,9,17,0,0,0,9,0,3,6,0,6,0,0,0,6,12,0,14,5,6,2,0,1,0
"spot 312",0,8,10,0,9,0,5,15,12,0,0,10,8,2,7,11,12,18,0,8,8,16,0,0,4,7,5,1,3,8,0,0,8,3,7,10,4,4,17,0,10,7,8,0,5,0,8,8,10,12,7,9,6,4,18,19,0,0,1,11,0,5,8,4,1,0,0,22,12,0,14,1,9,6,9,13,0,0,11,0,7,0,0,3,0,4,0,4,0,0,11,14,0,11,10,7,3,4,2,7
"spot 313",0,6,0,9,11,4,0,18,3,0,20,0,8,0,5,10,0,0,23,8,9,16,0,0,13,5,0,1,0,0,9,7,5,6,2,6,10,0,13,14,8,0,8,11,5,4,6,8,6,8,4,1,6,0,21,20,4,0,0,6,23,4,0,3,5,7,3,20,0,18,5,4,0,3,1,6,4,0,7,6,4,7,0,0,0,4,0,0,0,7,0,17,11,11,0,0,6,3,5,6
"spot 314",5,8,11,30,15,9,15,18,10,0,21,0,0,0,0,9,0,19,12,16,8,6,10,1,0,6,12,0,5,8,18,16,3,13,0,9,0,0,0,0,11,0,11,0,6,4,0,0,0,0,5,4,4,3,0,0,0,6,10,0,17,0,13,2,9,11,2,14,6,0,6,7,6,0,0,11,0,10,0,5,3,5,13,0,10,7,12,9,7,10,11,13,20,10,16,10,4,0,5,0
"spot 315",15,8,0,0,0,4,15,12,9,11,0,0,0,1,11,0,7,0,0,9,0,6,9,5,6,0,3,1,5,16,14,9,0,3,2,4,8,14,14,0,0,0,9,8,5,3,11,0,14,5,9,4,0,4,13,22,2,5,8,6,23,7,0,2,5,0,0,12,10,0,14,3,0,1,2,5,5,13,6,4,6,5,9,0,10,16,8,10,4,16,2,8,17,14,28,10,2,2,5,0
"spot 316",0,0,0,28,0,0,13,22,19,0,18,9,0,0,5,2,7,0,17,0,12,17,13,1,12,6,3,2,7,5,0,2,4,7,7,1,0,6,8,0,0,6,3,17,0,3,4,8,0,0,2,1,4,0,12,21,2,0,6,6,17,13,14,0,0,8,0,7,17,0,5,3,11,3,4,2,0,9,11,0,7,0,0,2,0,0,5,10,4,3,0,8,22,10,0,0,0,6,0,4
"spot 317",13,7,0,26,4,5,12,10,17,0,7,0,4,0,17,3,0,7,4,11,0,15,7,2,7,5,3,0,3,9,18,4,7,7,8,0,3,0,0,13,0,7,6,4,2,0,1,0,5,8,7,0,8,0,0,16,8,0,8,5,0,0,0,2,5,0,3,0,0,9,0,0,9,3,5,0,5,0,7,4,4,0,8,4,0,4,18,8,3,0,2,7,10,1,0,10,1,5,5,3
"spot 318",3,0,3,23,11,14,14,22,15,0,6,11,9,0,10,0,5,15,18,0,6,16,6,4,0,5,0,3,0,8,0,7,2,1,3,4,0,12,7,0,5,0,9,5,0,0,8,4,9,6,0,5,8,1,12,18,2,2,0,5,33,6,12,0,6,9,0,0,0,0,0,5,12,0,4,5,7,0,4,2,1,2,10,2,0,3,0,3,10,0,8,5,5,7,10,11,3,9,0,7
"spot 319",15,26,16,33,14,11,0,19,15,0,16,7,0,2,0,10,7,0,11,9,14,0,4,0,7,7,6,3,2,0,0,0,21,6,2,6,0,7,13,6,0,0,9,7,3,5,8,6,6,13,10,3,4,5,15,19,0,6,10,6,19,0,10,4,0,8,1,11,0,0,16,5,0,2,0,7,0,0,7,4,3,0,0,0,8,0,0,4,0,5,1,13,0,8,12,9,0,4,5,0
"spot 320",11,12,5,23,4,7,3,9,0,10,17,4,0,2,12,4,5,6,0,0,15,5,8,0,9,8,0,1,3,0,9,5,7,3,0,4,0,3,9,0,3,7,3,10,1,5,0,7,3,11,5,2,0,4,15,10,2,2,9,0,11,9,7,0,1,8,3,8,7,18,2,3,6,2,0,10,0,0,0,4,3,6,12,3,5,2,6,5,4,13,6,5,0,4,7,2,1,0,2,4
"spot 321",5,2,1,2,1,3,1,0,6,0,24,0,3,2,20,12,0,10,16,12,0,2,7,4,14,0,14,4,3,9,16,8,15,5,4,0,3,4,13,13,0,0,0,0,0,8,0,0,4,0,0,6,12,3,23,21,4,1,11,0,50,6,17,0,6,8,2,0,4,18,13,0,5,4,3,0,3,9,9,8,5,7,12,2,6,0,9,8,0,0,11,11,0,0,0,7,0,5,1,6
"spot 322",0,0,0,4,2,0,1,1,1,2,18,4,7,5,11,4,5,9,8,13,6,0,5,3,8,5,0,2,5,10,0,1,6,9,2,0,5,9,0,8,0,0,10,0,3,4,5,4,4,7,2,0,4,1,15,15,7,5,8,5,30,9,9,0,0,0,6,12,7,18,8,0,0,10,2,7,4,5,5,4,0,7,7,2,9,0,0,0,6,0,5,0,9,0,0,0,0,0,0,9
"spot 323",1,0,2,3,3,2,3,0,5,3,0,9,7,3,42,11,14,0,16,15,18,0,0,0,17,10,7,0,13,0,29,0,0,16,5,9,14,0,19,26,16,0,0,15,11,9,22,24,0,30,22,0,0,22,32,33,0,0,13,0,0,22,8,16,6,10,5,36,13,0,16,9,0,6,10,22,10,0,18,10,7,16,18,6,30,16,0,19,0,25,0,30,33,26,33,0,9,3,4,9
"spot 324",0,2,3,0,1,0,2,3,0,0,0,0,9,3,8,9,0,11,10,6,0,6,7,3,16,10,11,4,7,15,18,0,0,11,0,6,7,13,13,15,7,10,14,0,0,10,15,8,9,8,10,11,14,6,27,30,6,7,9,5,33,6,8,0,9,0,5,25,11,26,12,6,0,10,7,9,0,11,0,0,14,8,11,0,14,12,0,0,0,9,4,12,0,0,15,6,5,8,3,5
"spot 325",2,4,0,8,1,1,3,4,1,0,23,8,7,4,0,0,0,20,18,11,15,9,5,0,9,0,12,0,9,14,9,8,0,0,0,9,5,5,0,16,9,8,12,0,0,6,5,26,4,0,12,8,24,9,0,0,13,6,0,14,0,0,17,0,0,6,4,27,16,0,11,0,0,0,7,14,5,0,0,5,6,10,0,2,0,17,14,0,14,0,0,21,0,0,21,11,7,4,0,0
"spot 326",3,0,0,6,2,0,0,0,0,1,16,13,7,0,10,7,0,14,8,0,20,0,3,1,12,0,8,2,0,0,17,0,11,8,2,0,13,7,0,15,9,9,12,0,6,5,0,0,0,0,7,0,13,7,13,22,0,9,0,5,40,10,1,3,7,0,0,11,9,0,11,0,0,0,0,19,0,8,8,0,3,0,17,4,12,17,0,4,0,9,12,27,5,0,16,0,1,0,5,0
"spot 327",4,0,1,0,0,0,3,0,1,0,16,7,8,0,21,16,0,15,15,9,0,0,14,0,4,13,10,2,7,14,23,12,10,8,0,8,10,16,10,13,0,0,12,14,0,9,8,16,8,0,6,0,11,6,18,32,12,13,9,0,40,9,19,9,7,5,0,23,16,20,23,0,15,3,0,10,0,16,12,9,8,19,16,0,0,16,0,0,15,0,7,11,10,0,35,8,3,6,0,8
"spot 328",5,0,2,10,5,0,4,0,0,0,21,15,10,0,9,6,8,8,11,9,24,6,0,6,0,12,10,5,10,17,16,0,13,0,0,16,14,7,0,14,0,16,0,15,12,0,0,14,15,0,17,10,0,5,0,0,8,0,20,0,64,12,13,6,6,14,8,38,0,0,12,5,24,0,1,0,0,5,13,0,11,11,0,5,12,16,32,9,11,0,12,16,15,18,12,23,0,11,7,3
"spot 329",0,0,0,0,0,0,5,8,8,0,14,0,5,2,10,7,6,8,17,14,0,0,11,0,11,0,6,0,8,10,0,14,12,0,1,0,13,10,10,0,0,4,10,20,0,7,10,10,14,14,8,7,9,2,0,27,5,0,12,0,0,3,0,10,8,5,3,14,14,16,11,0,0,11,0,0,4,0,9,9,3,12,20,3,11,16,0,11,8,7,8,0,0,11,0,4,7,6,4,3
"spot 330",4,0,0,11,0,3,1,6,3,0,0,9,8,4,0,0,5,8,0,0,11,8,17,8,8,15,12,5,9,0,11,0,10,0,5,11,3,0,11,21,5,11,14,11,0,6,9,0,12,0,5,0,0,6,20,19,2,0,0,3,34,13,15,0,15,7,2,12,10,0,18,2,8,0,1,0,19,0,10,0,0,4,16,2,7,4,11,8,13,0,0,0,17,8,25,9,5,0,5,6
"spot 331",2,14,5,0,16,0,12,14,10,0,48,0,16,9,23,0,6,49,35,18,0,44,20,11,35,0,16,12,17,15,27,13,0,9,8,18,24,18,27,27,0,13,19,24,11,7,0,0,18,20,0,10,0,15,48,67,0,8,0,20,0,18,20,15,17,0,0,44,22,67,16,9,0,15,8,23,23,0,14,6,18,24,0,16,29,25,21,18,27,9,0,32,33,0,55,26,0,0,13,0
"spot 332",0,2,2,7,0,4,5,6,2,2,0,12,2,2,23,10,10,0,0,9,0,8,0,1,0,0,0,5,6,5,0,6,0,10,0,0,9,1,10,17,3,11,4,0,1,9,0,0,4,13,8,2,15,0,11,25,5,4,6,9,31,6,0,6,8,9,3,6,0,0,11,3,12,0,4,0,9,0,0,0,4,0,11,3,19,4,28,12,0,7,8,0,13,10,14,0,6,4,3,9
"spot 333",0,6,0,8,10,0,19,3,0,9,62,0,0,0,0,30,0,24,0,21,17,0,0,2,29,25,28,3,9,0,0,0,20,0,5,14,14,18,22,21,10,0,0,35,16,14,0,0,25,34,12,6,18,10,0,0,22,13,0,5,38,19,39,15,0,14,0,0,10,67,31,12,14,0,13,36,14,0,0,14,0,0,26,6,0,24,34,12,26,0,0,20,35,18,0,13,8,14,6,12
"spot 334",1,5,1,0,0,0,5,0,3,0,0,0,0,1,16,11,9,0,0,0,8,9,10,4,8,4,8,4,0,12,17,2,0,8,0,7,7,0,0,0,6,0,10,7,3,0,18,6,5,16,3,7,9,3,9,17,0,1,17,0,0,12,10,0,3,2,0,0,3,25,13,4,5,0,1,0,0,0,8,0,4,0,10,0,18,0,18,6,15,6,3,0,10,16,23,9,1,1,3,9
"spot 335",3,4,2,6,0,2,3,4,3,0,12,2,0,0,9,8,0,0,2,2,4,0,2,2,3,0,11,2,3,5,0,4,0,0,3,0,3,0,9,5,1,3,7,0,0,0,4,0,0,3,0,2,0,1,0,18,0,3,3,1,27,1,8,6,0,0,0,7,3,16,0,4,0,2,1,3,3,0,3,3,3,1,7,0,7,2,9,5,9,0,4,7,0,11,0,3,2,4,3,3
"spot 336",11,0,12,43,0,12,16,0,0,12,63,0,0,0,39,34,21,26,37,14,0,51,27,0,0,0,0,16,12,37,56,26,18,24,0,13,25,0,43,61,18,17,0,21,17,0,21,44,0,39,28,0,0,14,0,0,21,0,36,0,96,19,55,18,28,17,15,67,27,68,0,13,0,20,13,25,27,0,17,0,0,0,31,0,36,33,53,17,45,38,16,0,0,34,0,48,16,25,29,0
"spot 337",2,2,2,0,4,0,0,0,4,2,0,0,8,0,0,3,6,0,0,0,0,8,0,0,12,0,6,3,3,3,0,0,0,10,1,0,11,2,8,9,1,0,0,6,3,0,9,0,6,7,2,0,4,0,7,17,4,4,4,2,0,0,10,2,3,5,0,8,0,0,0,2,5,4,3,7,4,0,2,4,0,8,0,0,7,8,0,2,0,5,2,6,15,11,12,6,1,2,0,0
"spot 338",2,0,4,18,4,8,4,5,12,0,15,11,5,3,17,17,0,15,0,0,12,0,8,1,0,7,0,0,0,0,20,3,8,0,5,9,0,0,7,16,10,0,17,7,0,5,0,9,6,0,14,0,7,8,0,18,0,8,14,7,0,0,9,0,3,9,0,0,13,17,0,9,0,0,0,0,6,10,0,4,0,7,13,3,12,0,0,8,10,18,4,18,10,13,0,15,5,14,4,5
"spot 339",9,8,0,9,5,2,12,0,20,0,0,12,0,0,0,3,8,13,15,17,19,11,9,3,12,13,6,4,7,0,25,7,8,9,0,2,0,0,0,10,0,8,4,0,8,0,9,0,13,11,7,6,9,0,11,9,6,4,0,11,0,8,0,7,5,11,0,24,0,23,7,4,21,0,1,0,0,11,9,9,6,9,0,8,10,11,18,0,3,10,0,0,24,10,0,8,0,5,3,9
"spot 340",6,6,0,11,10,0,7,0,12,6,13,12,6,2,0,11,8,0,8,16,12,9,7,1,13,0,13,5,0,11,15,0,8,12,2,7,7,6,20,24,6,10,11,0,0,8,7,11,3,18,7,0,0,0,7,0,10,4,0,0,34,0,18,8,0,18,5,22,5,23,8,5,11,5,0,7,7,0,5,11,0,9,0,4,10,9,19,0,3,5,6,19,15,0,19,10,5,7,7,8
"spot 341",4,0,2,6,7,3,2,6,3,0,5,5,3,0,7,3,12,0,17,8,0,8,0,1,7,5,2,0,0,7,0,0,5,4,4,1,4,1,0,12,3,5,0,10,5,5,5,9,5,0,10,7,7,2,0,0,1,4,12,0,23,11,0,3,0,5,0,10,0,0,0,2,9,0,4,8,3,4,5,3,0,4,12,2,0,3,17,4,0,3,5,10,0,9,14,15,3,0,2,13
"spot 342",0,3,4,9,4,0,5,0,0,4,4,0,8,3,6,4,0,5,0,0,0,8,10,1,7,2,4,0,7,7,0,7,4,0,0,1,5,4,11,12,4,4,9,6,3,0,0,1,9,10,3,6,9,2,0,18,3,3,3,0,14,0,0,4,4,0,0,5,7,0,9,0,1,5,1,1,5,4,5,0,0,3,12,1,9,1,12,0,0,0,0,8,0,0,0,8,2,3,5,3
"spot 343",0,6,6,8,6,9,0,10,11,0,12,0,0,0,0,10,0,0,5,4,6,0,0,0,5,0,0,0,0,4,0,4,6,0,0,9,0,7,0,14,0,3,6,0,3,2,4,8,5,9,0,2,8,1,0,0,6,4,6,4,10,0,8,8,5,7,0,0,8,22,7,3,8,2,0,0,0,4,5,0,0,2,0,5,6,0,0,0,8,8,1,8,0,0,12,11,2,3,0,0
"spot 344",0,0,4,9,11,5,0,0,5,7,12,5,2,2,0,6,0,10,7,4,0,0,7,1,0,7,0,0,0,6,0,8,8,14,5,0,1,0,0,4,0,0,6,5,0,0,0,6,7,7,4,3,8,1,4,0,6,0,0,8,14,8,7,3,2,2,0,26,10,21,11,0,6,1,0,3,4,3,7,3,3,0,11,1,8,4,0,9,5,7,2,0,5,14,11,6,0,9,0,7
"spot 345",0,0,0,0,5,3,0,0,6,0,12,0,3,0,0,4,0,0,12,4,8,4,4,1,11,2,2,0,1,0,13,13,0,2,2,4,3,0,0,0,2,0,5,8,8,0,7,4,0,0,0,1,3,2,0,11,0,0,0,5,0,5,0,2,3,0,0,9,1,12,7,2,7,2,4,5,0,0,3,0,2,0,0,0,1,7,5,0,3,3,2,6,7,6,12,3,1,0,4,2
"spot 346",4,11,6,11,9,3,0,6,15,0,12,0,1,0,6,4,2,0,5,0,0,15,0,2,0,7,0,0,0,0,14,7,6,8,0,7,10,0,12,0,4,6,0,10,0,0,4,0,0,0,6,0,8,0,16,21,0,3,8,4,0,5,0,0,4,0,1,11,4,22,12,3,2,0,6,5,3,0,7,5,3,0,0,1,6,5,9,5,7,7,0,12,11,5,0,8,0,0,0,0
"spot 347",12,0,0,31,0,6,12,0,0,9,9,0,6,0,0,3,8,12,8,16,9,10,3,2,5,0,10,0,2,7,23,9,13,0,0,7,0,0,9,13,7,9,5,21,0,10,0,16,10,8,20,5,0,0,0,21,3,0,0,4,0,0,11,7,0,16,0,9,0,23,7,7,6,7,0,6,2,5,0,0,2,0,14,0,0,5,7,3,0,0,5,16,11,10,18,11,4,0,6,0
"spot 348",0,0,9,43,0,10,15,22,21,7,0,12,3,0,16,0,5,0,0,0,3,0,9,3,0,0,0,4,7,12,20,14,7,0,6,0,0,8,17,8,4,1,0,11,0,11,14,16,0,29,0,6,6,1,15,22,5,3,10,0,0,9,0,5,0,6,2,24,8,7,11,0,12,5,5,9,4,0,9,7,12,7,17,1,0,6,18,7,7,5,0,19,0,9,0,0,0,5,0,5
"spot 349",17,0,3,25,18,0,0,10,14,6,0,0,0,1,10,3,6,8,6,9,2,14,5,1,9,6,4,2,2,0,13,5,4,11,0,0,3,0,7,10,10,4,7,5,4,7,0,9,9,8,4,2,5,4,15,0,2,3,5,7,27,4,0,6,0,0,0,0,0,0,9,0,9,6,2,7,3,4,10,6,3,6,0,1,10,11,0,3,3,4,3,10,4,0,23,12,4,5,0,7
"spot 350",12,22,0,28,22,14,19,18,22,7,0,4,6,1,0,7,10,0,0,16,10,6,6,0,9,6,8,0,0,14,7,5,6,0,0,10,0,0,10,0,4,4,0,0,5,2,6,12,0,13,8,0,9,4,17,14,1,3,9,0,28,2,8,0,7,0,3,0,6,30,4,2,5,4,3,8,0,0,11,4,0,0,12,2,6,0,12,0,12,8,5,0,0,8,11,5,9,2,5,9
